Cell ID,Cell birth time,Cell age,stat0,Long axis (L) birth,Long axis (L) death,Short axis birth,Short axis death,Area birth,Area death,Fluor1 sum,Fluor1 mean,Mother ID,Daughter1 ID,Daughter2 ID,L death / L birth,Fluor1 sum death,Fluor1 mean death,Long axis/Short axis birth,Long axis/Short axis death,Growth Rate,Volume birth,Volume division,Vd-Vb,fov,Time Division
2432.0,231.0,84.0,2.0,17.0,37.0,8.305232221385054,8.095267095844507,142.0,319.0,300712.0,2117.6901408450703,2395.0,2459.0,2460.0,2.176470588235294,653661.0,2049.094043887147,2.0469024281135546,4.570571861550186,0.027775163163857437,0.9365696950729836,2.1446656680017675,1.208095972928784,xy2,315.0
2433.0,234.0,117.0,2.0,18.0,34.0,8.777127229447597,9.117279518493273,158.0,311.0,238458.0,1509.2278481012659,2392.0,2504.0,2505.0,1.8888888888888888,546745.0,1758.022508038585,2.0507849014207418,3.7291825846772833,0.01630740427487172,1.107961883098166,2.455428833608891,1.3474669505107253,xy2,351.0
2440.0,237.0,75.0,2.0,20.0,39.0,7.459340221669874,8.752709390114846,150.0,343.0,204647.0,1364.3133333333333,2398.0,2457.0,2458.0,1.95,564717.0,1646.405247813411,2.6812022787080667,4.455763154212101,0.02671317490302622,0.9297329842154352,2.6373267399960105,1.7075937557805754,xy2,312.0
2441.0,249.0,120.0,2.0,16.0,31.0,7.99925556563864,8.676551653719567,128.0,271.0,258073.0,2016.1953125,2397.0,2545.0,2546.0,1.9375,630939.0,2328.188191881919,2.0001861259101554,3.572847974311379,0.01653496205613413,0.8140088058403645,2.0188523443258006,1.2048435384854361,xy2,369.0
2451.0,270.0,81.0,2.0,20.0,43.0,7.492361500094653,8.952420764126122,158.0,387.0,253695.0,1605.6645569620252,2421.0,2502.0,2503.0,2.15,760839.0,1965.9922480620155,2.6693853466290083,4.803170129392079,0.028350660819984132,0.9373932428508791,3.059822709384493,2.122429466533614,xy2,351.0
2452.0,270.0,87.0,2.0,19.0,41.0,7.502204352405852,8.989557086750773,151.0,372.0,247349.0,1638.0728476821191,2421.0,2515.0,2516.0,2.1578947368421053,688695.0,1851.3306451612902,2.5325889708545417,4.560847615109726,0.02652183060475406,0.8859832730545283,2.930104484492835,2.0441212114383065,xy2,357.0
2457.0,315.0,99.0,2.0,18.0,39.0,8.074507950778449,9.32690078328756,151.0,369.0,287979.0,1907.1456953642385,2440.0,2633.0,2634.0,2.1666666666666665,526874.0,1427.8428184281843,2.2292380055511187,4.181453293668813,0.02342999661313581,0.9522431034727312,2.97881692325426,2.026573819781529,xy2,414.0
2458.0,315.0,84.0,2.0,22.0,41.0,8.489337206312985,9.526580551232072,188.0,393.0,269072.0,1431.2340425531916,2440.0,2614.0,2615.0,1.8636363636363635,424392.0,1079.8778625954199,2.5914861744024003,4.303747790669494,0.022233200476642567,1.3181287325350337,3.2751418542435955,1.9570131217085618,xy2,399.0
2503.0,354.0,69.0,2.0,21.0,39.0,8.76598616084994,9.167579559296625,188.0,360.0,384707.0,2046.313829787234,2451.0,2644.0,2645.0,1.8571428571428572,611046.0,1697.35,2.395623220783623,4.254121793843723,0.026914748191574925,1.3253640730219591,2.882176771707307,1.5568126986853477,xy2,423.0
3128.0,582.0,108.0,2.0,18.0,42.0,8.700231802132054,10.437950790461809,159.0,440.0,180059.0,1132.446540880503,2926.0,3394.0,3395.0,2.3333333333333335,722950.0,1643.0681818181818,2.0689103933517003,4.02377831081361,0.02353605167742233,1.090484538201543,4.00412484020893,2.913640302007387,xy2,690.0
3445.0,705.0,54.0,2.0,25.0,48.0,10.551000966416236,10.306341115130484,268.0,498.0,581349.0,2169.2126865671644,3191.0,3584.0,3585.0,1.92,1282217.0,2574.7329317269077,2.369443437601307,4.657326927548748,0.036240288113316116,2.2817359615732022,4.516288937954586,2.234552976381384,xy2,759.0
3446.0,705.0,33.0,2.0,28.0,46.0,9.750850440786621,9.560168795321033,280.0,446.0,452843.0,1617.2964285714286,3191.0,3548.0,3549.0,1.6428571428571428,918729.0,2059.9304932735427,2.8715444022071557,4.8116305250293765,0.04513062602853557,2.2451137986049483,3.733298636168102,1.488184837563154,xy2,738.0
3598.0,768.0,54.0,2.0,23.0,45.0,9.80607018886439,10.814581781718182,230.0,491.0,453451.0,1971.5260869565218,3515.0,3752.0,3753.0,1.9565217391304348,1364667.0,2779.3625254582485,2.3454859650217896,4.161048564639969,0.037287126324509444,1.810210389104498,4.619042386209768,2.8088319971052695,xy2,822.0
3915.0,876.0,30.0,2.0,31.0,49.0,9.644794159275637,9.742842521957122,313.0,497.0,674605.0,2155.2875399361023,3816.0,4010.0,4011.0,1.5806451612903225,1043454.0,2099.5050301810866,3.214169166087027,5.0293330606104245,0.04578330936254802,2.4659288396491394,4.14350866486206,1.6775798252129208,xy2,906.0
4011.0,909.0,42.0,2.0,27.0,45.0,9.489738437389565,9.23950340708458,258.0,418.0,559798.0,2169.7596899224804,3915.0,4184.0,4185.0,1.6666666666666667,1030540.0,2465.406698564593,2.8451785239538334,4.870391623590432,0.036487544554713605,2.048041421766538,3.4143134463834253,1.3662720246168871,xy2,951.0
4186.0,954.0,48.0,2.0,18.0,40.0,9.191429907334951,8.861465624143571,166.0,355.0,625498.0,3768.0602409638554,4107.0,4304.0,4305.0,2.2222222222222223,1254789.0,3534.6169014084508,1.9583460007278766,4.513925991093133,0.04990673101361073,1.2038964378011703,2.7754772021471954,1.5715807643460251,xy2,1002.0
4187.0,954.0,42.0,2.0,20.0,38.0,8.812220576231116,8.469339425083483,177.0,323.0,586727.0,3314.8418079096045,4107.0,4294.0,4295.0,1.9,1046517.0,3239.9907120743032,2.2695755090317733,4.486772591432115,0.04584670615517106,1.2641508278197229,2.4073521188968297,1.1432012910771068,xy2,996.0
4199.0,963.0,27.0,2.0,22.0,43.0,9.258816736304306,9.242987870444066,209.0,399.0,258588.0,1237.2631578947369,4119.0,4281.0,4282.0,1.9545454545454546,856980.0,2147.8195488721803,2.376113560357756,4.652175314164307,0.07446196248169404,1.5469320916250968,3.2537756385587557,1.706843546933659,xy2,990.0
4247.0,978.0,39.0,2.0,23.0,37.0,9.077117843588711,9.070787090374914,211.0,339.0,696700.0,3301.895734597156,4150.0,4332.0,4333.0,1.608695652173913,1070446.0,3157.6578171091446,2.533843935522464,4.079028603731754,0.03657105359346728,1.570183922205936,2.667168799529679,1.0969848773237432,xy2,1017.0
4252.0,981.0,63.0,2.0,18.0,32.0,8.568603523164,8.716148459323467,155.0,279.0,515315.0,3324.6129032258063,4144.0,4368.0,4369.0,1.7777777777777777,968307.0,3470.6344086021504,2.1006923650206897,3.671346369252158,0.027398292614455335,1.0608111296849767,2.1088467686995376,1.0480356390145609,xy2,1044.0
4253.0,981.0,63.0,2.0,18.0,35.0,8.807325148488683,8.08037098406224,159.0,299.0,545947.0,3433.62893081761,4144.0,4370.0,4371.0,1.9444444444444444,1041847.0,3484.438127090301,2.0437533185758174,4.331484293114036,0.03166553826634519,1.1148539879968866,2.012501575043171,0.8976475870462846,xy2,1044.0
4293.0,999.0,42.0,2.0,25.0,47.0,8.83299217389836,8.967977385249222,225.0,422.0,357711.0,1589.8266666666666,4213.0,4360.0,4361.0,1.88,730187.0,1730.3009478672986,2.830297990512821,5.240869594219417,0.04509084120298985,1.6417955410820055,3.37699307535642,1.7351975342744144,xy2,1041.0
4294.0,999.0,48.0,2.0,19.0,34.0,8.025244791032696,9.108648064533385,162.0,310.0,542642.0,3349.641975308642,4187.0,4377.0,4378.0,1.7894736842105263,1074904.0,3467.432258064516,2.3675290280528705,3.7327163986483147,0.03637009659060758,1.0031150254231265,2.4510096053456656,1.4478945799225391,xy2,1047.0
4295.0,999.0,51.0,2.0,20.0,40.0,8.479594317430948,9.070790341964107,170.0,364.0,516541.0,3038.4764705882353,4187.0,4391.0,4392.0,2.0,944507.0,2594.7994505494507,2.358603401448971,4.40975907192435,0.04077336356234973,1.1781248302205805,2.9026726551549737,1.7245478249343933,xy2,1050.0
4303.0,1005.0,39.0,2.0,20.0,34.0,8.968778033877891,8.091521927902745,180.0,291.0,616920.0,3427.3333333333335,4210.0,4364.0,4365.0,1.7,1050764.0,3610.872852233677,2.2299581865504665,4.2019289205352885,0.04081755777401313,1.305462510588126,1.9553617612006842,0.6498992506125583,xy2,1044.0
4304.0,1005.0,45.0,2.0,22.0,37.0,8.136363636363637,7.797752160949002,179.0,306.0,637609.0,3562.0614525139663,4186.0,4387.0,4388.0,1.6818181818181819,1061044.0,3467.4640522875816,2.7039106145251397,4.744957166668533,0.034658363952393884,1.2182272450818938,1.9956753683846298,0.7774481233027359,xy2,1050.0
4305.0,1005.0,45.0,2.0,20.0,38.0,9.143559782915869,8.682406568520129,184.0,330.0,640727.0,3482.211956521739,4186.0,4389.0,4390.0,1.9,1137509.0,3446.9969696969697,2.1873319007952094,4.376666734056996,0.042790259078159656,1.3521923050904656,2.524893409324956,1.1727011042344906,xy2,1050.0
4332.0,1020.0,54.0,2.0,20.0,37.0,8.844376460368832,9.376600412068063,178.0,350.0,567456.0,3187.955056179775,4247.0,4455.0,4456.0,1.85,1139979.0,3257.082857142857,2.2613239146500503,3.945993043745312,0.03417697994945742,1.27259352042788,2.8414918950026227,1.5688983745747427,xy2,1074.0
4334.0,1020.0,42.0,2.0,20.0,33.0,9.177479934962808,9.292029896828536,184.0,310.0,616491.0,3350.4945652173915,4254.0,4433.0,4434.0,1.65,1020825.0,3292.983870967742,2.1792474777098003,3.5514306740729746,0.03576966342232067,1.3613348678799149,2.463281876090704,1.101947008210789,xy2,1062.0
4361.0,1044.0,48.0,2.0,24.0,58.0,8.821348477854562,8.706797837479376,213.0,505.0,372985.0,1751.1032863849766,4293.0,4497.0,4498.0,2.4166666666666665,531789.0,1053.0475247524753,2.7206724754441436,6.661461662786354,0.055149323762404584,1.5635155128041935,3.985050226888799,2.4215347140846055,xy2,1092.0
4366.0,1047.0,36.0,2.0,27.0,43.0,8.546768084462007,9.05754494022923,234.0,392.0,627114.0,2679.974358974359,4328.0,4465.0,4466.0,1.5925925925925926,1107259.0,2824.640306122449,3.159088878179098,4.747423312140006,0.0387802708074361,1.6831525790328896,3.129362067574945,1.4462094885420556,xy2,1083.0
4367.0,1047.0,24.0,2.0,28.0,40.0,8.675075899679497,9.06410499582815,244.0,363.0,658810.0,2700.0409836065573,4328.0,4449.0,4450.0,1.4285714285714286,951778.0,2621.977961432507,3.227637466668674,4.4130115459177075,0.044584367992341556,1.8027983588483827,2.898570258210958,1.0957718993625751,xy2,1071.0
4378.0,1050.0,48.0,2.0,18.0,39.0,8.888737495922435,8.821345005150844,160.0,348.0,540785.0,3379.90625,4294.0,4526.0,4527.0,2.1666666666666665,811295.0,2331.307471264368,2.0250344897975907,4.421094513050746,0.04832436801459261,1.133514364145394,2.677152297393398,1.543637933248004,xy2,1098.0
4391.0,1053.0,33.0,2.0,22.0,35.0,9.20361821854303,8.028128513489037,203.0,296.0,524734.0,2584.896551724138,4295.0,4481.0,4482.0,1.5909090909090908,843056.0,2848.162162162162,2.390364254318525,4.359671116523887,0.042209600739190674,1.5300292906423056,1.9876334376635711,0.4576041470212655,xy2,1086.0
4526.0,1101.0,36.0,2.0,23.0,39.0,8.928354777387637,8.474757002881633,208.0,333.0,479092.0,2303.326923076923,4378.0,4664.0,4665.0,1.6956521739130435,1019943.0,3062.891891891892,2.57606250798309,4.6019018582761735,0.04400561918337472,1.5229101790876416,2.478832381922377,0.9559222028347354,xy2,1137.0
4664.0,1140.0,51.0,2.0,22.0,44.0,8.045454545454545,8.84062501430994,177.0,389.0,527829.0,2982.084745762712,4526.0,4791.0,4792.0,2.0,1099677.0,2826.9331619537274,2.7344632768361583,4.977023675224217,0.0407733635623497,1.193027789573629,3.0612253485706553,1.8681975589970263,xy2,1191.0
4665.0,1140.0,42.0,2.0,20.0,40.0,8.521393045953415,9.045935960025037,171.0,362.0,532357.0,3113.1988304093566,4526.0,4763.0,4764.0,2.0,1041004.0,2875.7016574585637,2.347034093151879,4.421875212997781,0.04951051289713896,1.1888029274453775,2.887434338110109,1.6986314106647316,xy2,1182.0
4666.0,1140.0,42.0,2.0,20.0,34.0,8.320658332183115,9.147453763895694,167.0,312.0,464581.0,2781.9221556886228,4527.0,4765.0,4766.0,1.7,995480.0,3190.641025641026,2.403655961048522,3.716881317749363,0.03790201793301219,1.1378741617236678,2.4709055709346432,1.3330314092109754,xy2,1182.0
4745.0,1173.0,30.0,2.0,22.0,49.0,8.980977908617062,9.241170390503996,198.0,456.0,428690.0,2165.10101010101,4584.0,4822.0,4823.0,2.227272727272727,830318.0,1820.872807017544,2.4496218812532047,5.302358676380561,0.08007778447523103,1.4626112372524274,3.741409848967951,2.2787986117155237,xy2,1203.0
4763.0,1185.0,45.0,2.0,22.0,37.0,8.584679718087099,7.9869413626686265,189.0,313.0,568681.0,3008.89417989418,4665.0,4849.0,4850.0,1.6818181818181819,1296648.0,4142.64536741214,2.5627048093184075,4.632561868168946,0.034658363952393884,1.345667831226632,2.0898502103968792,0.7441823791702473,xy2,1230.0
4764.0,1185.0,48.0,2.0,21.0,35.0,8.548842059256106,8.783271247951074,183.0,310.0,528819.0,2889.72131147541,4665.0,4879.0,4880.0,1.6666666666666667,966647.0,3118.216129032258,2.4564730351127055,3.9848479014199474,0.031926601485374406,1.2655624824909606,2.360614455485062,1.0950519729941015,xy2,1233.0
4812.0,1203.0,45.0,2.0,18.0,41.0,9.035559945083316,8.98448535463607,163.0,371.0,639537.0,3923.5398773006136,4572.0,4928.0,4929.0,2.2777777777777777,915368.0,2467.299191374663,1.9921288895653522,4.56342220857911,0.05488002058720956,1.1674578707243346,2.9269294000585724,1.7594715293342378,xy2,1248.0
4822.0,1206.0,45.0,2.0,25.0,47.0,9.255565852446832,9.479005377078659,234.0,449.0,438783.0,1875.1410256410256,4745.0,4935.0,4936.0,1.88,1095888.0,2440.730512249443,2.7010774271992153,4.958326124980527,0.04208478512279053,1.7911288408932746,3.75822267679401,1.9670938359007355,xy2,1251.0
4874.0,1236.0,24.0,2.0,38.0,49.0,8.692109629945191,9.027946158628627,331.0,447.0,583956.0,1764.2175226586103,4752.0,4949.0,4950.0,1.2894736842105263,965266.0,2159.4317673378077,4.371781031049836,5.427591075426092,0.0317792672980301,2.5303068317851607,3.5762752310467105,1.0459683992615498,xy2,1260.0
4925.0,1248.0,36.0,2.0,29.0,53.0,8.871198264270244,9.400607084376405,260.0,500.0,699756.0,2691.369230769231,4824.0,4992.0,4993.0,1.8275862068965518,1158737.0,2317.474,3.269005960198273,5.637933755159791,0.05024967363047065,1.9554090438131781,4.204395067494232,2.248986023681054,xy2,1284.0
4926.0,1248.0,27.0,2.0,28.0,47.0,8.919998158038357,9.228515427314987,253.0,436.0,654721.0,2587.8300395256915,4824.0,4971.0,4972.0,1.6785714285714286,1084897.0,2488.295871559633,3.13901410111475,5.092910162005822,0.05754923239276163,1.8998341454192829,3.569003787966743,1.66916964254746,xy2,1275.0
4935.0,1254.0,36.0,2.0,24.0,48.0,9.347870063488953,9.197861290155808,225.0,461.0,548748.0,2438.88,4822.0,5003.0,5004.0,2.0,997206.0,2163.136659436009,2.567429782078331,5.218604465298139,0.05776226504666208,1.7410973676498394,3.6268732567978246,1.8857758891479852,xy2,1290.0
4936.0,1254.0,30.0,2.0,26.0,47.0,9.48707379783496,10.39252934685175,247.0,492.0,590601.0,2391.097165991903,4822.0,4994.0,4995.0,1.8076923076923077,1091946.0,2219.4024390243903,2.7405710711276905,4.522479411062514,0.05920510636885763,1.9610964765287304,4.4861358725760185,2.525039396047288,xy2,1284.0
4939.0,1257.0,42.0,2.0,29.0,49.0,9.159865420420783,9.138329348167495,268.0,451.0,440654.0,1644.2313432835822,4877.0,5019.0,5020.0,1.6896551724137931,645942.0,1432.2439024390244,3.1659853795829904,5.362030425159271,0.03746603343743945,2.077034206217589,3.661331349918068,1.584297143700479,xy2,1299.0
4949.0,1263.0,45.0,2.0,27.0,46.0,8.999226880616526,9.06055507416073,245.0,417.0,529564.0,2161.4857142857145,4874.0,5031.0,5032.0,1.7037037037037037,997978.0,2393.2326139088727,3.0002577286006,5.0769516462832085,0.03552030203231773,1.8544257395246766,3.3663346728512304,1.5119089333265538,xy2,1308.0
4950.0,1263.0,42.0,2.0,26.0,46.0,9.035117117585468,9.01058905482373,235.0,417.0,540461.0,2299.8340425531915,4874.0,5029.0,5030.0,1.7692307692307692,926371.0,2221.513189448441,2.877660539606619,5.105104640786426,0.040753204176258065,1.7904304728686018,3.330598721537343,1.5401682486687411,xy2,1305.0
4966.0,1275.0,27.0,2.0,33.0,44.0,8.900981469306657,9.098693798558786,297.0,404.0,637418.0,2146.188552188552,4835.0,5023.0,5024.0,1.3333333333333333,846542.0,2095.40099009901,3.7074563197097117,4.8358589676871535,0.03196467471686453,2.27016664728217,3.235761349666656,0.965594702384486,xy2,1302.0
4972.0,1278.0,75.0,2.0,24.0,42.0,9.1142299689806,8.914585165277192,224.0,375.0,554344.0,2474.75,4926.0,5060.0,5061.0,1.75,645881.0,1722.3493333333333,2.633244945725714,4.711380195636288,0.022384631517416907,1.6613235942159903,2.959149866548035,1.2978262723320448,xy2,1353.0
4983.0,1284.0,27.0,2.0,24.0,27.0,8.955298977598455,8.817010691628875,224.0,242.0,658941.0,2941.7008928571427,4917.0,5039.0,5040.0,1.125,733811.0,3032.276859504132,2.6799775261591643,3.0622623635507873,0.013087003961820375,1.6079430156607857,1.7845942250176345,0.17665120935684886,xy2,1311.0
4993.0,1287.0,42.0,2.0,28.0,32.0,9.118658103807329,9.017633023959815,260.0,289.0,604074.0,2323.3615384615387,4925.0,5050.0,5051.0,1.1428571428571428,510812.0,1767.515570934256,3.0706272437508226,3.548603044166482,0.009537956616037338,1.980146709580268,2.2494597237396206,0.2693130141593525,xy2,1329.0
4994.0,1287.0,69.0,2.0,26.0,34.0,9.369131677352676,9.070156240735283,254.0,320.0,592453.0,2332.4921259842517,4936.0,5064.0,5065.0,1.3076923076923077,545617.0,1705.053125,2.7750704009046983,3.7485572571838905,0.01166365159107302,1.9159318806291625,2.4313452244627287,0.5154133438335662,xy2,1356.0
4995.0,1287.0,57.0,2.0,25.0,36.0,10.884671335749116,10.996712427842033,276.0,396.0,575609.0,2085.539855072464,4936.0,5056.0,5057.0,1.44,621506.0,1569.459595959596,2.296807981504333,3.273705685787816,0.01919174282041628,2.415763403095015,3.730560387574708,1.3147969844796932,xy2,1344.0
5021.0,1305.0,51.0,2.0,33.0,37.0,8.823677462887538,8.323639677570078,294.0,310.0,456318.0,1552.1020408163265,4940.0,5062.0,5063.0,1.121212121212121,390311.0,1259.0677419354838,3.7399372471170076,4.445170794659076,0.0067300206575143596,2.2328196975630554,2.2623453110634504,0.029525613500394954,xy2,1356.0
5024.0,1305.0,36.0,2.0,24.0,33.0,8.776628637104698,8.191367290595055,211.0,276.0,450029.0,2132.8388625592415,4966.0,5054.0,5055.0,1.375,544039.0,1971.1557971014493,2.7345352062107193,4.028631463991251,0.02653781092654454,1.5487987190474621,1.9377681827646744,0.3889694637172123,xy2,1341.0
5221.0,87.0,75.0,2.0,21.0,33.0,9.067944655235934,8.833496350384019,194.0,293.0,301131.0,1552.221649484536,5132.0,5310.0,5311.0,1.5714285714285714,402670.0,1374.3003412969283,2.315850040822025,3.7357801136766633,0.018079404949722287,1.4103489452166156,2.2375481120567033,0.8271991668400878,xy3,162.0
5231.0,90.0,54.0,2.0,19.0,34.0,8.716050169922013,8.754836529767847,167.0,298.0,202434.0,1212.179640718563,5136.0,5295.0,5296.0,1.7894736842105263,357541.0,1199.8020134228188,2.179886488671967,3.883567658218923,0.03232897474720674,1.1665520406078573,2.2729206916791567,1.1063686510712993,xy3,144.0
